Thu Oct  7 17:10:00 2021,1021,3,-11100,-500,-5000,5000,1441,1490,96.7114,0.462009,1.86057,0.0261505,,0.416,0.427,0.0666,0.0736,0.00694,0.0104,0,0,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1021_02.root
Thu Oct  7 17:27:27 2021,1021,3,-11100,-500,-5000,5000,1268,1295,97.9151,0.397042,1.90304,0.028348,,0.394,0.436,0.0757,0.0749,0.00789,0.0118,0,0,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1021_03.root
Thu Oct  7 17:30:21 2021,1021,3,-11100,-500,-5000,5000,1268,1299,97.6135,0.423474,1.90305,0.028348,,0.393,0.436,0.0757,0.0749,0.00789,0.0118,0,0,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1021_04.root
Thu Oct  7 19:03:06 2021,1021,3,-11100,-500,-5000,5000,35120,36198,97.0219,0.0893428,1.90221,0.0053991,,0.405,0.407,0.0912,0.0833,0.00686,0.00339,0.00188,0.000399,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1021_05.root
Thu Oct  7 22:29:50 2021,1040,3,-11100,-500,-5000,5000,0,0,0,0,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1040_01.root
Thu Oct  7 22:31:46 2021,1040,3,500,11100,-5000,5000,76816,78414,97.9621,0.0504573,1.69205,0.0031402,,0.502,0.374,0.0578,0.0631,0.00143,0.000925,0.0003,9.12e-05,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1040_01.root
Fri Oct  8 10:46:28 2021,1021,2,-11100,-500,-5000,5000,34740,35022,99.1948,0.047756,2.60704,0.00730219,,0.206,0.352,0.18,0.216,0.0145,0.018,0.0059,0.00426,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1021_013.root
Fri Oct  8 11:03:32 2021,1021,2,-11100,-500,-5000,5000,108779,110174,98.7338,0.0336853,2.57189,0.00405387,,0.217,0.35,0.167,0.227,0.0131,0.0149,0.00452,0.00235,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1021_01.root
Fri Oct  8 11:14:28 2021,1021,2,-11100,-500,-5000,5000,103950,105255,98.7602,0.0341078,2.56198,0.00414309,,0.219,0.352,0.167,0.224,0.013,0.0142,0.00482,0.00216,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1021_02.root
Fri Oct  8 11:24:46 2021,1021,2,-11100,-500,-5000,5000,101369,104635,96.8787,0.0537583,2.58001,0.0042192,,0.216,0.347,0.17,0.227,0.0131,0.0146,0.00535,0.00255,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1021_03.root
Fri Oct  8 13:47:01 2021,1021,2,-11100,-500,-5000,5000,101369,104635,96.8787,0.0537583,2.58001,0.0042192,,0.216,0.347,0.17,0.227,0.0131,0.0146,0.00535,0.00255,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1021_04.root
Fri Oct  8 14:00:09 2021,1021,2,-11100,-500,-5000,5000,103950,105255,98.7602,0.0341078,2.56198,0.00414309,,0.219,0.352,0.167,0.224,0.013,0.0142,0.00482,0.00216,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1021_05.root
Fri Oct  8 14:18:04 2021,1021,2,-11100,-500,-5000,5000,108636,109665,99.0617,0.0291134,2.58878,0.0040792,,0.214,0.347,0.168,0.23,0.0133,0.0148,0.0053,0.00304,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1021_06.root
Fri Oct  8 14:33:31 2021,1021,2,-11100,-500,-5000,5000,99727,100626,99.1066,0.0296634,2.57572,0.00425744,,0.216,0.35,0.17,0.225,0.0131,0.0134,0.00533,0.00306,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1021_07.root
Fri Oct  8 14:43:03 2021,1021,2,-11100,-500,-5000,5000,101369,104635,96.8787,0.0537583,2.58001,0.0042192,,0.216,0.347,0.17,0.227,0.0131,0.0146,0.00535,0.00255,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1021_08.root
Fri Oct  8 16:23:27 2021,1053,3,-11100,-500,-5000,5000,43285,45563,95.0003,0.1021,1.65757,0.0040113,,0.508,0.386,0.051,0.0515,0.00164,0.000809,0.000601,0.000116,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1053_01.root
Fri Oct  8 17:23:36 2021,1053,2,-11100,-500,-5000,5000,32880,34452,95.4371,0.112427,2.61598,0.00746576,,0.209,0.343,0.167,0.239,0.0128,0.0161,0.00508,0.00301,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1053_02.root
Fri Oct  8 17:43:49 2021,1053,2,-11100,-500,-5000,5000,36115,37624,95.9893,0.101156,2.5919,0.00695362,,0.208,0.355,0.164,0.234,0.0114,0.0183,0.00418,0.00224,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1053_03.root
Fri Oct  8 17:51:11 2021,1053,5,-11100,-500,-5000,5000,34398,35594,96.6399,0.095514,2.52499,0.0070134,,0.224,0.348,0.183,0.211,0.0104,0.0122,0.00425,0.00198,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1053_04.root
Fri Oct  8 17:58:51 2021,1053,5,-11100,-500,-5000,5000,31489,32693,96.3173,0.104162,2.60808,0.0076256,,0.207,0.349,0.17,0.236,0.012,0.0148,0.00489,0.00216,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1053_05.root
Fri Oct  8 18:06:10 2021,1053,5,-11100,-500,-5000,5000,31489,32693,96.3173,0.104162,2.60808,0.0076256,,0.207,0.349,0.17,0.236,0.012,0.0148,0.00489,0.00216,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1053_05.root
Fri Oct  8 18:27:19 2021,1021,3,-11100,-500,-5000,5000,4991,10536,47.3709,0.486442,1.9361,0.0159514,,0.403,0.404,0.0944,0.0797,0.00511,0.00838,0.000613,0.000409,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1021_05.root
Fri Oct  8 18:28:00 2021,1021,3,-11100,-500,-5000,5000,45,3983,1.1298,0.167467,-0.0786517,0,,1.49,-0.292,-0.0449,-0.112,-0,-0,-0,-0.0225,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1053_01.root
Fri Oct  8 18:28:49 2021,1021,3,500,11100,-5000,5000,0,0,0,0,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1021_01.root
Fri Oct  8 18:29:12 2021,1021,3,-11100,-500,-5000,5000,2829,2900,97.5517,0.286978,1.89938,0.0183654,,0.394,0.424,0.088,0.0841,0.00601,0.00141,0.00177,0.000707,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1021_01.root
Fri Oct  8 18:29:53 2021,1021,3,-11100,-500,-5000,5000,5228,5385,97.0845,0.229266,1.89772,0.0148981,,0.419,0.395,0.0951,0.0777,0.00497,0.00364,0.00134,0.000574,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1021_02.root
Fri Oct  8 18:30:37 2021,1021,3,-11100,-500,-5000,5000,10688,10880,98.2353,0.126228,1.91242,0.0099534,,0.4,0.414,0.0857,0.0897,0.00459,0.00356,0.00112,0.00131,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1021_03.root
Fri Oct  8 18:31:27 2021,1021,3,-11100,-500,-5000,5000,15485,15765,98.2239,0.105195,1.90593,0.00832567,,0.404,0.412,0.0897,0.0804,0.00491,0.00581,0.00187,0.00123,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1021_04.root
Fri Oct  8 19:08:06 2021,1021,3,-11100,-500,-5000,5000,100519,114913,87.474,0.0976475,1.89222,0.00320354,,0.406,0.413,0.0919,0.0777,0.00341,0.00541,0.00155,0.000907,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1021_06.root
Sat Oct  9 10:10:06 2021,1021,3,-11100,-500,-5000,5000,100519,114913,87.474,0.0976475,1.89222,0.00320354,,0.406,0.413,0.0919,0.0777,0.00341,0.00541,0.00155,0.000907,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1021_06.root
Sat Oct  9 11:11:34 2021,1021,3,-11100,-500,-5000,5000,118259,129114,91.5927,0.0772275,1.9098,0.00299134,,0.4,0.414,0.0921,0.0815,0.00454,0.00506,0.00174,0.000897,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1021_06.root
Sat Oct  9 11:27:03 2021,1021,3,-11100,-500,-5000,5000,99019,112117,88.3176,0.09593,1.90432,0.00326048,,0.402,0.414,0.0914,0.0806,0.00423,0.00535,0.00149,0.00084,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1021_07.root
Sat Oct  9 11:34:40 2021,1021,4,-11100,-500,-5000,5000,97944,106550,91.923,0.0834756,1.52381,0.00237649,,0.583,0.347,0.0367,0.0306,0.00134,0.000849,0.000184,0.000123,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1021_07.root
Sat Oct  9 14:35:01 2021,1089,3,500,11100,-5000,5000,0,3218,0,0,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1089_01.root
Sat Oct  9 14:35:27 2021,1089,3,-11100,-500,-5000,5000,0,0,0,0,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1089_01.root
Sat Oct  9 14:36:57 2021,1089,3,500,11100,-5000,5000,0,3218,0,0,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1089_01.root
Sat Oct  9 14:38:23 2021,1089,4,500,11100,-5000,5000,0,3204,0,0,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1089_01.root
Sat Oct  9 15:06:32 2021,1089,3,500,11100,-5000,5000,4908,5000,98.16,0.19006,1.61984,0.0116938,,0.534,0.367,0.0479,0.0485,0.00143,0.000408,0.000408,0,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1089_01.root
Sat Oct  9 15:07:20 2021,1089,4,500,11100,-5000,5000,5143,5177,99.3432,0.112261,1.89559,0.0134992,,0.404,0.406,0.0898,0.0964,0.00175,0.00194,0.000389,0,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1089_01.root
Sat Oct  9 15:26:32 2021,1086,3,500,11100,-5000,5000,13124,13343,98.3587,0.109996,1.62453,0.00712466,,0.528,0.376,0.0457,0.0475,0.0016,0.00137,0.000152,0,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1086_01.root
Sat Oct  9 15:27:51 2021,1086,4,500,11100,-5000,5000,13567,13824,98.1409,0.114884,1.91358,0.008596,,0.403,0.403,0.0854,0.103,0.00251,0.00243,0.00059,0.00059,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1086_01.root
Sat Oct  9 15:42:38 2021,1082,3,500,11100,-5000,5000,196783,200214,98.2863,0.0290043,1.61534,0.00184685,,0.539,0.362,0.0479,0.0486,0.00144,0.000671,0.00028,0.000107,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1082_01.root
Sat Oct  9 15:47:30 2021,1082,4,500,11100,-5000,5000,199187,202445,98.3907,0.027967,1.90377,0.00220351,,0.403,0.404,0.0882,0.0993,0.002,0.00186,0.000592,0.000316,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1082_01.root
Sat Oct  9 15:58:29 2021,1083,3,500,11100,-5000,5000,40175,41619,96.5304,0.0897065,1.62324,0.00411847,,0.533,0.367,0.048,0.0486,0.00149,0.000921,0.000373,0.000199,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1083_01.root
Sat Oct  9 16:01:15 2021,1083,4,500,11100,-5000,5000,42093,42514,99.0097,0.0480229,1.89717,0.00475108,,0.403,0.41,0.0828,0.0995,0.00207,0.00185,0.00057,0.000238,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1083_01.root
Sat Oct  9 16:22:04 2021,1084,3,500,11100,-5000,5000,21874,22086,99.0401,0.0656079,1.62523,0.00559853,,0.534,0.365,0.0489,0.0496,0.00133,0.00105,0.000229,0.000137,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1084_01.root
Sat Oct  9 16:24:21 2021,1084,4,500,11100,-5000,5000,22085,22777,96.9618,0.113725,1.90442,0.00663547,,0.404,0.402,0.088,0.101,0.00154,0.00181,0.000589,0.000408,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1084_01.root
Sat Oct  9 16:48:19 2021,1082,3,500,11100,-5000,5000,251274,253610,99.0789,0.0189697,1.61704,0.00163496,,0.538,0.363,0.0476,0.0488,0.00133,0.000816,0.000235,0.000103,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1082_02.root
Sat Oct  9 16:55:43 2021,1082,4,500,11100,-5000,5000,253819,256179,99.0788,0.0188757,1.91005,0.0019564,,0.4,0.406,0.0878,0.101,0.00234,0.00203,0.000619,0.000303,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1082_02.root
Sat Oct  9 17:26:14 2021,1082,3,500,11100,-5000,5000,251274,253610,99.0789,0.0189697,1.61704,0.00163496,,0.538,0.363,0.0476,0.0488,0.00133,0.000816,0.000235,0.000103,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1082_02.root
Sat Oct  9 17:32:39 2021,1082,4,500,11100,-5000,5000,253819,256179,99.0788,0.0188757,1.91005,0.0019564,,0.4,0.406,0.0878,0.101,0.00234,0.00203,0.000619,0.000303,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1082_02.root
Sat Oct  9 17:45:47 2021,1082,3,500,11100,-5000,5000,27181,27432,99.085,0.0574888,1.61727,0.00497385,,0.536,0.365,0.0476,0.048,0.00121,0.000883,0.000294,0.000147,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1082_02.root
Sat Oct  9 17:47:55 2021,1082,4,500,11100,-5000,5000,27443,27675,99.1617,0.054806,1.90924,0.00593891,,0.399,0.408,0.0862,0.101,0.00219,0.00186,0.000619,0.000219,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1082_02.root
Sat Oct  9 17:50:42 2021,1082,3,500,11100,-5000,5000,27181,27432,99.085,0.0574888,1.61727,0.00497385,,0.536,0.365,0.0476,0.048,0.00121,0.000883,0.000294,0.000147,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1082_02.root
Sat Oct  9 17:51:43 2021,1082,3,1000,10000,-2000,2000,10423,10518,99.0968,0.0922483,1.61925,0.00816302,,0.539,0.362,0.0454,0.0509,0.00106,0.000672,0.000288,0.000288,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1082_02.root
Sat Oct  9 17:53:32 2021,1082,4,1000,10000,-2000,2000,10574,10690,98.9149,0.100203,1.91221,0.00956087,,0.4,0.404,0.0876,0.105,0.00161,0.00151,0.000567,9.46e-05,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1082_02.root
Sat Oct  9 18:00:58 2021,1082,3,1000,10000,-200,200,1047,1056,99.1477,0.282878,1.64283,0.0261168,,0.526,0.371,0.042,0.0583,0.00191,0,0.000955,0,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1082_02.root
Sat Oct  9 18:02:03 2021,1082,4,1000,10000,-200,200,1084,1098,98.725,0.338591,1.92625,0.0299657,,0.404,0.385,0.095,0.114,0.000923,0.000923,0,0,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1082_02.root
Sat Oct  9 18:04:04 2021,1082,3,-15483,15483,-6774,6774,39450,39798,99.1256,0.0466682,1.61438,0.00413769,,0.54,0.362,0.0463,0.0488,0.00134,0.000887,0.00033,0.000127,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1082_02.root
Sat Oct  9 18:05:10 2021,1082,4,-15483,15483,-6774,6774,39485,39804,99.1986,0.0446911,1.91636,0.00497751,,0.397,0.408,0.0878,0.103,0.00198,0.0018,0.000709,0.000203,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1082_02.root
Sat Oct  9 18:09:19 2021,1082,3,-15500,15500,-7000,7000,39450,39804,99.1106,0.0470582,1.61438,0.00413769,,0.54,0.362,0.0463,0.0488,0.00134,0.000887,0.00033,0.000127,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1082_02.root
Sat Oct  9 18:11:43 2021,1082,4,-15500,15500,-7000,7000,39485,39804,99.1986,0.0446911,1.91636,0.00497751,,0.397,0.408,0.0878,0.103,0.00198,0.0018,0.000709,0.000203,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1082_02.root
Sat Oct  9 18:50:05 2021,1082,3,-15483,15483,-6774,6774,363461,366660,99.1275,0.0153582,1.61252,0.00135724,,0.541,0.361,0.0467,0.0485,0.00136,0.000812,0.000248,0.000105,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1082_03.root
Sat Oct  9 19:03:25 2021,1082,4,-15483,15483,-6774,6774,363471,366726,99.1124,0.0154881,1.91439,0.00163657,,0.398,0.407,0.0884,0.101,0.00234,0.002,0.000592,0.000294,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1082_03.root
Sat Oct  9 22:17:57 2021,1021,3,-15483,15483,-6774,6774,2,3,66.6667,27.2166,2,0.57735,,0.5,0,0.5,0,0,0,0,0,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1021_07.root
Sat Oct  9 22:19:05 2021,1021,3,-15483,15483,-6774,6774,4056,4161,97.4766,0.243135,1.86446,0.0152831,,0.413,0.416,0.0821,0.0772,0.00666,0.00296,0.000986,0.000493,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1021_07.root
Sat Oct  9 22:21:57 2021,1021,3,-15483,15483,-6774,6774,144011,163864,87.8845,0.0806094,1.86552,0.0026582,,0.42,0.408,0.0853,0.0746,0.00411,0.00503,0.00154,0.000792,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1021_07.root
Sat Oct  9 22:24:29 2021,1021,3,500,11100,-5000,5000,0,0,0,0,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1021_07.root
Sat Oct  9 22:24:50 2021,1021,3,500,11100,-5000,5000,0,0,0,0,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1021_07.root
Sat Oct  9 22:26:35 2021,1021,3,500,11100,-5000,5000,0,0,0,0,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1021_07.root
Sat Oct  9 22:27:05 2021,1021,3,500,11100,-5000,5000,0,0,0,0,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1021_07.root
Sat Oct  9 22:30:15 2021,1021,3,-11100,-500,-5000,5000,99019,112117,88.3176,0.09593,1.90432,0.00326048,,0.402,0.414,0.0914,0.0806,0.00423,0.00535,0.00149,0.00084,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF//run1021_07.root
Sat Oct  9 22:33:29 2021,1021,3,-11100,-500,-5000,5000,10688,10880,98.2353,0.126228,1.91242,0.0099534,,0.4,0.414,0.0857,0.0897,0.00459,0.00356,0.00112,0.00131,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1021_03.root
Sat Oct  9 22:36:27 2021,1021,3,-11100,-500,-5000,5000,10688,10880,98.2353,0.126228,1.91242,0.0099534,,0.4,0.414,0.0857,0.0897,0.00459,0.00356,0.00112,0.00131,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1021_03.root
Sat Oct  9 22:49:07 2021,1021,3,-11100,-500,-5000,5000,15487,15767,98.2241,0.105181,1.90588,0.0083248,,0.404,0.412,0.0896,0.0804,0.00491,0.00581,0.00187,0.00123,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1021_04.root
Sat Oct  9 22:49:35 2021,1021,3,-11100,-500,-5000,5000,2829,2900,97.5517,0.286978,1.89938,0.0183654,,0.394,0.424,0.088,0.0841,0.00601,0.00141,0.00177,0.000707,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1021_01.root
Sat Oct  9 22:50:11 2021,1021,3,-11100,-500,-5000,5000,2829,2900,97.5517,0.286978,1.89938,0.0183654,,0.394,0.424,0.088,0.0841,0.00601,0.00141,0.00177,0.000707,/Users/zelbitar/HEP_SOFT/taf.git/taf/datDSF/run1021_01.root
