4	11.85663845	14.12999924	9.341450187	10.29114086	7.568631281	9.313819366	7.373395584	8.268385094
5	13.53354838	16.52768369	9.874627805	11.159652	8.652373263	9.95791556	7.822599044	9.111536244
6	15.07987931	18.77168311	10.61850472	11.71257341	9.419062623	10.46920777	8.272485548	9.603594638
7	16.69767458	21.31916999	11.15138304	12.46572734	9.908435258	11.15901551	8.714305277	10.05148123
8	18.39122333	24.18017176	11.5999909	12.92679184	10.30583774	11.63334337	9.16083879	10.48766035
9	20.22021352	27.19811939	12.03313374	13.37526827	10.4974134	11.97505699	9.59582477	10.78737609
10	22.23755563	30.19184112	12.44495976	13.82912272	10.84590676	12.21757796	9.639379641	10.95263522
11	24.35785534	33.08602894	12.76530662	14.27776015	11.28361174	12.61463324	10.05456275	11.39511581
12	26.52178265	35.83436412	12.97974996	14.71380242	11.60997595	13.05322271	10.37979216	11.78536975
13	28.66781986	38.46065364	13.36828334	15.14080761	11.72980205	13.40546137	10.50154083	11.84274265
14	30.75486221	40.97076242	13.78299894	15.5678104	12.15404383	13.50557674	10.85847414	12.28284162
15	32.78287818	43.36231224	13.99038406	15.99820698	12.18482521	13.93610689	10.94838896	12.29566192
16	34.74806871	45.66015294	14.24976357	16.42944855	12.60412787	14.04776278	11.11735666	12.73192982
17	36.63276861	47.8601321	14.65233029	16.85483214	12.6273713	14.38294316	11.39472416	12.7398304
18	38.45086978	49.98097947	14.75411675	17.25740344	13.0394151	14.65928824	11.40359831	13.1713694
19	40.2111939	52.01710711	15.11271466	17.5880033	13.05870282	14.82602598	11.82357754	13.18293972
20								
21	43.56889546	55.88912203	15.5552494	18.20549479	13.49820539	15.26852329	11.89944376	13.62951464
22	45.16676959	57.73807403	15.78465332	18.62322962	13.60058358	15.51848777	12.28088408	13.66228108
23	46.69959273	59.5129741	15.99372867	19.03912865	13.93346171	15.71039273	12.28903321	14.0681251
24	48.19632531	61.22854063	16.18515155	19.38995142	13.94376453	15.81312245	12.32860854	14.07656412
25	49.62153846	62.87807408	16.42871194	19.59444662	14.24634375	16.14951515	12.71637256	14.21213326
26	50.98812899	64.46891451	16.54272789	19.95226484	14.38091369	16.17427164	12.73576613	14.52011497
27	52.29772766	66.00948991	16.85827632	20.36847989	14.3909783	16.57193456	12.73894647	14.52350671
28	53.56252264	67.46843166	16.91811548	20.7515091	14.71606966	16.5975241	13.03662657	14.67030875
29	54.79685984	68.87192783	17.2725916	20.95469252	14.82319822	16.89008749	13.1792298	14.9657491
30	55.99612104	70.21890854	17.32294202	21.27225071	14.83032358	17.03730987	13.18277247	14.97030291
31	57.15785598	71.51000396	17.63873024	21.68262662	15.06895552	17.07448795	13.19287594	15.02713274
32	58.30445375	72.74642118	17.74746155	22.05202292	15.2600679	17.45826658	13.51750663	15.40041106
33	59.41169558	73.93024068	17.88099111	22.22785097	15.26905537	17.48226118	13.62564886	15.41702761
34	60.50920631	75.04662475	18.16980665	22.57616188	15.32427865	17.68765318	13.62961022	15.42325017
35	61.60228302	76.11581938	18.21682654	22.98194217	15.66182663	17.91942982	13.63224602	15.76974136
36	62.67157527	77.12160305	18.55107266	23.26235588	15.7090826	17.9329676	13.78135906	15.86228216
37	63.70201044	78.08492149	18.62638257	23.47750727	15.71378825	18.28360264	14.05723821	15.86409368
38	64.69106948	78.98887515	18.7770345	23.87491325	15.81690663	18.36534225	14.07583531	15.91733083
39	65.62357199	79.83563693	19.04550997	24.22990115	16.11809996	18.39583764	14.07655871	16.28378633
40	66.46603508	80.63025612	19.08943469	24.38836353	16.15197298	18.76600566	14.08653858	16.31042069
41	67.21494754	81.38945993	19.40497117	24.75849785	16.15630513	18.80875358	14.32097808	16.31129943
42	67.94199807	82.11553539	19.49918717	25.13617781	16.2323177	18.85684417	14.50831967	16.40311908
43	68.66658288	82.76766904	19.59508725	25.29321802	16.53515835	19.21499827	14.52270466	16.73634042
44	67.90905728	83.42174805	19.90433653	25.63845704	16.59118659	19.25112629	14.52341928	16.75731998
